orderid,orderdate,ordertime,customerid,customername,customercity,customerphone,customeremail,tablenumber,partysize,itemordered,category,itemprice_egp,quantity,discount_egp,paymentmethod,subtotal_egp,vat_egp,servicecharge_egp,deliveryfee_egp,totalbeforetip_egp,tip_egp,total_egp,ordertype,servername,loyaltypointsearned,feedbackrating,branchid,branchcity,branchmanager
ORD001764,2025-08-07,13:45:10,CUST6038,Rania Karim,Suez,1182853151,rania.karim@example.com,42.0,4,Hawawshi,Food,55,1,0.0,Card,55,7.7,6.6,0,69.3,0.0,69.3,Dine-in,Salma,1,2,B001,Cairo,Mr. Hassan
ORD001765,2024-12-08,05:53:30,CUST3313,Fatma Mostafa,Suez,1177270880,fatma.mostafa@example.com,31.0,1,Arabic Coffee,Drink,25,1,0.0,Cash,25,3.5,3.0,0,31.5,0.0,31.5,Dine-in,Laila,0,5,B003,Alexandria,Mr. Karim
ORD001766,2025-07-20,04:17:10,CUST5701,Hassan Fathy,Minya,1138771408,hassan.fathy@example.com,1.0,3,Lentil Soup,Food,30,1,0.0,Card,30,4.2,3.6,0,37.8,0.0,37.8,Dine-in,Mona,0,2,B002,Giza,Mrs. Salma
ORD001767,2024-11-15,04:00:59,CUST3839,Aya Fathy,Zagazig,1044720006,aya.fathy@example.com,5.0,1,Basbousa (Dessert),Dessert,30,2,0.0,Card,60,8.4,7.2,0,75.6,0.0,75.6,Dine-in,Hassan,1,5,B003,Alexandria,Mr. Karim
ORD001768,2025-08-09,10:33:01,CUST6164,Aya Naguib,Ismailia,1023159344,aya.naguib@example.com,0.0,4,Shawarma Sandwich,Food,50,1,0.0,Card,50,7.0,6.0,20,83.0,0.0,83.0,Delivery,Amr,1,1,B002,Giza,Mrs. Salma
ORD001769,2025-04-21,14:03:06,CUST3493,Walid Hassan,Ismailia,1018168748,walid.hassan@example.com,4.0,1,Rice with Vermicelli,Food,28,2,0.0,Card,56,7.84,6.72,0,70.56,0.0,70.56,Dine-in,Omar,1,1,B004,Mansoura,Mrs. Laila
ORD001770,2025-05-30,08:19:30,CUST4920,Rania Farid,Minya,1274201309,rania.farid@example.com,39.0,2,Turkish Coffee,Drink,20,3,0.0,Card,60,8.4,7.2,0,75.6,11.85,87.45,Dine-in,Salma,1,5,B004,Mansoura,Mrs. Laila
ORD001771,2025-08-01,22:03:56,CUST8038,Salma Gaber,Mansoura,1263493483,salma.gaber@example.com,34.0,3,Fresh Juice (Orange),Drink,30,2,3.0,Mobile Wallet,60,8.4,7.2,0,72.6,0.0,72.6,Dine-in,Amr,1,5,B001,Cairo,Mr. Hassan
ORD001772,2025-09-06,16:37:39,CUST7207,Aya Ibrahim,Alexandria,1054643650,aya.ibrahim@example.com,3.0,2,Turkish Coffee,Drink,20,2,0.0,Card,40,5.6,4.8,0,50.4,0.0,50.4,Dine-in,Laila,1,2,B003,Alexandria,Mr. Karim
ORD001773,2024-11-08,13:19:07,CUST2867,Tamer Farid,Suez,1060586737,tamer.farid@example.com,34.0,2,Sahlab,Drink,35,1,0.0,Card,35,4.9,4.2,0,44.1,0.0,44.1,Dine-in,Karim,0,5,B005,Tanta,Mr. Omar
ORD001774,2025-06-26,07:42:27,CUST6748,Mohamed Gaber,Minya,1130665109,mohamed.gaber@example.com,47.0,1,Arabic Coffee,Drink,25,4,0.0,Cash,100,14.0,12.0,0,126.0,0.0,126.0,Dine-in,Laila,2,4,B004,Mansoura,Mrs. Laila
ORD001775,2025-07-28,02:29:46,CUST9819,Nadia Fathy,Mansoura,1290766043,nadia.fathy@example.com,31.0,1,Grilled Kofta,Food,85,2,0.0,Cash,170,23.8,20.4,0,214.2,0.0,214.2,Dine-in,Amr,4,5,B005,Tanta,Mr. Omar
ORD001776,2025-08-31,08:13:00,CUST4730,Youssef Hassan,Zagazig,1075217421,youssef.hassan@example.com,18.0,1,Basbousa (Dessert),Dessert,30,1,0.0,Cash,30,4.2,3.6,0,37.8,13.24,51.04,Dine-in,Karim,1,3,B005,Tanta,Mr. Omar
ORD001777,2025-06-13,23:31:22,CUST8737,Dina Sayed,Minya,1124586320,dina.sayed@example.com,0.0,3,Sahlab,Drink,35,2,7.0,Card,70,9.8,8.4,15,96.2,0.0,96.2,Delivery,Hassan,1,4,B002,Giza,Mrs. Salma
ORD001778,2025-02-06,08:49:10,CUST8742,Fatma Mahmoud,Ismailia,1137366104,fatma.mahmoud@example.com,39.0,3,Fresh Juice (Mango),Drink,40,2,0.0,Card,80,11.2,9.6,0,100.8,0.0,100.8,Dine-in,Hassan,2,1,B004,Mansoura,Mrs. Laila
ORD001779,2024-11-11,04:42:57,CUST5899,Laila Gaber,Zagazig,1211112472,laila.gaber@example.com,2.0,3,Bottled Water,Drink,8,2,0.0,Card,16,2.24,1.92,0,20.16,0.0,20.16,Dine-in,Karim,0,3,B003,Alexandria,Mr. Karim
ORD001780,2025-06-12,21:05:30,CUST1268,Hassan Karim,Tanta,1213852508,hassan.karim@example.com,20.0,3,Baklava (Dessert),Dessert,40,3,0.0,Cash,120,16.8,14.4,0,151.2,0.0,151.2,Dine-in,Salma,3,3,B003,Alexandria,Mr. Karim
ORD001781,2024-12-18,01:59:04,CUST7253,Nour Farid,Fayoum,1123466125,nour.farid@example.com,46.0,1,Fresh Juice (Mango),Drink,40,1,0.0,Card,40,5.6,4.8,0,50.4,0.0,50.4,Dine-in,Karim,1,2,B002,Giza,Mrs. Salma
ORD001782,2025-06-15,19:26:24,CUST8033,Nour Zaki,Minya,1221351271,nour.zaki@example.com,49.0,8,Grilled Chicken Half,Food,75,2,0.0,Cash,150,21.0,18.0,0,189.0,32.13,221.13,Dine-in,Hassan,4,4,B004,Mansoura,Mrs. Laila
ORD001783,2025-07-27,11:32:11,CUST8706,Nadia Naguib,Fayoum,1082145078,nadia.naguib@example.com,45.0,1,Rice with Vermicelli,Food,28,3,4.2,Mobile Wallet,84,11.76,10.08,0,101.64,0.0,101.64,Dine-in,Hassan,2,1,B004,Mansoura,Mrs. Laila
ORD001784,2025-04-06,03:53:44,CUST2152,Omar Yassin,Cairo,1155907958,omar.yassin@example.com,0.0,1,Koshari,Food,45,2,0.0,Mobile Wallet,90,12.6,10.8,0,113.4,0.0,113.4,Takeaway,Dina,2,3,B005,Tanta,Mr. Omar
ORD001785,2025-08-27,10:17:06,CUST6675,Tamer Sayed,Fayoum,1231042134,tamer.sayed@example.com,0.0,1,Lentil Soup,Food,30,1,0.0,Cash,30,4.2,3.6,0,37.8,11.35,49.15,Takeaway,Mona,0,3,B005,Tanta,Mr. Omar
ORD001786,2025-05-14,17:33:13,CUST6064,Khaled Yassin,Giza,1093470166,khaled.yassin@example.com,0.0,4,Bottled Water,Drink,8,3,0.0,Cash,24,3.36,2.88,0,30.24,0.0,30.24,Takeaway,Salma,0,2,B001,Cairo,Mr. Hassan
ORD001787,2024-12-19,11:42:21,CUST2296,Hassan Mostafa,Fayoum,1188820337,hassan.mostafa@example.com,0.0,1,Koshari,Food,45,1,0.0,Card,45,6.3,5.4,0,56.7,0.0,56.7,Takeaway,Mona,1,1,B004,Mansoura,Mrs. Laila
ORD001788,2025-08-03,04:41:17,CUST4418,Nadia Fouad,Giza,1218549999,nadia.fouad@example.com,0.0,1,Fresh Juice (Mango),Drink,40,2,0.0,Card,80,11.2,9.6,0,100.8,20.87,121.67,Takeaway,Salma,2,1,B004,Mansoura,Mrs. Laila
ORD001789,2025-04-30,07:30:03,CUST4755,Walid Ibrahim,Giza,1152140332,walid.ibrahim@example.com,9.0,3,Fresh Juice (Orange),Drink,30,2,0.0,Card,60,8.4,7.2,0,75.6,0.0,75.6,Dine-in,Salma,1,1,B002,Giza,Mrs. Salma
ORD001790,2025-04-20,10:39:04,CUST5700,Mohamed Ali,Alexandria,1077438831,mohamed.ali@example.com,23.0,1,Umm Ali (Dessert),Dessert,35,3,0.0,Card,105,14.7,12.6,0,132.3,0.0,132.3,Dine-in,Karim,2,4,B001,Cairo,Mr. Hassan
ORD001791,2024-12-28,21:19:05,CUST9950,Aya Naguib,Suez,1266510840,aya.naguib@example.com,21.0,2,Karkade (Hibiscus Tea),Drink,25,2,5.0,Mobile Wallet,50,7.0,6.0,0,58.0,38.03,96.03,Dine-in,Amr,1,3,B003,Alexandria,Mr. Karim
ORD001792,2025-03-15,03:43:48,CUST2136,Rania Yassin,Alexandria,1196096180,rania.yassin@example.com,0.0,6,Arabic Coffee,Drink,25,2,0.0,Cash,50,7.0,6.0,0,63.0,0.0,63.0,Takeaway,Hassan,1,3,B004,Mansoura,Mrs. Laila
ORD001793,2025-02-12,16:07:29,CUST3509,Laila Hassan,Cairo,1162680025,laila.hassan@example.com,1.0,3,Hawawshi,Food,55,3,0.0,Cash,165,23.1,19.8,0,207.9,0.0,207.9,Dine-in,Karim,4,2,B003,Alexandria,Mr. Karim
ORD001794,2024-10-08,07:36:59,CUST7832,Amr Hafez,Zagazig,1168084777,amr.hafez@example.com,0.0,1,Mixed Grill Plate,Food,140,1,21.0,Cash,140,19.6,16.8,0,155.4,0.0,155.4,Takeaway,Dina,3,4,B004,Mansoura,Mrs. Laila
ORD001795,2025-01-23,23:15:03,CUST8941,Salma Fouad,Fayoum,1073927476,salma.fouad@example.com,37.0,3,Grilled Chicken Half,Food,75,2,0.0,Mobile Wallet,150,21.0,18.0,0,189.0,21.16,210.16,Dine-in,Hassan,4,2,B003,Alexandria,Mr. Karim
ORD001796,2025-08-21,14:08:54,CUST3497,Sara Naguib,Fayoum,1262023375,sara.naguib@example.com,0.0,4,Bottled Water,Drink,8,2,1.6,Card,16,2.24,1.92,0,18.56,0.0,18.56,Takeaway,Omar,0,2,B003,Alexandria,Mr. Karim
ORD001797,2025-06-07,05:50:55,CUST4733,Fatma Karim,Giza,1094872018,fatma.karim@example.com,0.0,1,Basbousa (Dessert),Dessert,30,2,0.0,Card,60,8.4,7.2,25,100.6,0.0,100.6,Delivery,Mona,2,2,B002,Giza,Mrs. Salma
ORD001798,2024-09-20,18:19:47,CUST9802,Laila Karim,Tanta,1131807779,laila.karim@example.com,16.0,2,Koshari,Food,45,1,0.0,Cash,45,6.3,5.4,0,56.7,0.0,56.7,Dine-in,Karim,1,5,B004,Mansoura,Mrs. Laila
ORD001799,2024-12-29,12:11:18,CUST3513,Aya Mostafa,Zagazig,1184150276,aya.mostafa@example.com,26.0,2,Karkade (Hibiscus Tea),Drink,25,3,7.5,Mobile Wallet,75,10.5,9.0,0,87.0,0.0,87.0,Dine-in,Dina,1,2,B005,Tanta,Mr. Omar
ORD001800,2024-11-01,20:43:17,CUST6367,Dina Zaki,Zagazig,1022419126,dina.zaki@example.com,0.0,2,Grilled Chicken Half,Food,75,1,0.0,Mobile Wallet,75,10.5,9.0,0,94.5,0.0,94.5,Takeaway,Laila,1,5,B001,Cairo,Mr. Hassan
ORD001801,2025-04-23,06:53:55,CUST1808,Dina Fathy,Fayoum,1246740707,dina.fathy@example.com,40.0,6,Fattah,Food,90,5,0.0,Mobile Wallet,450,63.0,54.0,0,567.0,0.0,567.0,Dine-in,Mona,11,3,B001,Cairo,Mr. Hassan
ORD001802,2025-01-10,10:16:15,CUST5441,Nadia Mostafa,Giza,1298290641,nadia.mostafa@example.com,39.0,2,Fattah,Food,90,1,0.0,Cash,90,12.6,10.8,0,113.4,0.0,113.4,Dine-in,Dina,2,4,B002,Giza,Mrs. Salma
ORD001803,2025-09-06,13:21:17,CUST7480,Amr Mostafa,Suez,1258591606,amr.mostafa@example.com,19.0,5,Rice with Vermicelli,Food,28,3,0.0,Cash,84,11.76,10.08,0,105.84,0.0,105.84,Dine-in,Salma,2,4,B004,Mansoura,Mrs. Laila
ORD001804,2025-03-02,03:31:19,CUST8103,Aya Farid,Fayoum,1192984638,aya.farid@example.com,39.0,1,Arabic Coffee,Drink,25,1,0.0,Cash,25,3.5,3.0,0,31.5,36.29,67.79,Dine-in,Mona,1,4,B002,Giza,Mrs. Salma
ORD001805,2024-11-28,13:08:35,CUST7245,Nadia Mahmoud,Suez,1192396702,nadia.mahmoud@example.com,42.0,1,Turkish Coffee,Drink,20,2,0.0,Cash,40,5.6,4.8,0,50.4,0.0,50.4,Dine-in,Salma,1,4,B002,Giza,Mrs. Salma
ORD001806,2025-06-21,12:24:54,CUST6491,Salma Hassan,Zagazig,1036946078,salma.hassan@example.com,6.0,3,Grilled Kofta,Food,85,2,0.0,Cash,170,23.8,20.4,0,214.2,0.0,214.2,Dine-in,Mona,4,1,B004,Mansoura,Mrs. Laila
ORD001807,2025-09-01,02:49:57,CUST1078,Fatma Fathy,Suez,1173729439,fatma.fathy@example.com,0.0,2,Baklava (Dessert),Dessert,40,3,0.0,Card,120,16.8,14.4,15,166.2,0.0,166.2,Delivery,Salma,3,5,B001,Cairo,Mr. Hassan
ORD001808,2025-03-24,07:02:56,CUST7230,Sara Farid,Minya,1231539129,sara.farid@example.com,0.0,1,Fresh Juice (Orange),Drink,30,2,0.0,Card,60,8.4,7.2,0,75.6,0.0,75.6,Takeaway,Omar,1,2,B001,Cairo,Mr. Hassan
ORD001809,2024-12-10,13:19:00,CUST6146,Dina Mahmoud,Cairo,1270052719,dina.mahmoud@example.com,20.0,2,Koshari,Food,45,2,0.0,Cash,90,12.6,10.8,0,113.4,0.0,113.4,Dine-in,Amr,2,1,B004,Mansoura,Mrs. Laila
ORD001810,2025-01-30,17:16:47,CUST7673,Hassan Fathy,Ismailia,1286737291,hassan.fathy@example.com,0.0,4,Umm Ali (Dessert),Dessert,35,1,5.25,Cash,35,4.9,4.2,0,38.85,6.32,45.17,Takeaway,Dina,0,3,B003,Alexandria,Mr. Karim
ORD001811,2025-01-17,12:31:08,CUST2276,Tamer Fouad,Alexandria,1124021789,tamer.fouad@example.com,24.0,6,Fresh Juice (Orange),Drink,30,1,0.0,Cash,30,4.2,3.6,0,37.8,38.7,76.5,Dine-in,Mona,1,4,B001,Cairo,Mr. Hassan
ORD001812,2025-08-29,19:25:40,CUST7236,Khaled Farid,Giza,1151062213,khaled.farid@example.com,21.0,2,Grilled Chicken Half,Food,75,1,0.0,Mobile Wallet,75,10.5,9.0,0,94.5,33.66,128.16,Dine-in,Amr,2,5,B001,Cairo,Mr. Hassan
ORD001813,2025-01-03,02:21:25,CUST8133,Mona Mostafa,Tanta,1057070580,mona.mostafa@example.com,0.0,2,Mahshi (Stuffed Vegetables),Food,70,1,0.0,Mobile Wallet,70,9.8,8.4,0,88.2,26.67,114.87,Takeaway,Salma,2,3,B001,Cairo,Mr. Hassan
ORD001814,2025-05-20,06:25:47,CUST9051,Walid Karim,Cairo,1210773971,walid.karim@example.com,32.0,1,Mixed Grill Plate,Food,140,3,0.0,Cash,420,58.8,50.4,0,529.2,0.0,529.2,Dine-in,Mona,10,3,B005,Tanta,Mr. Omar
ORD001815,2025-02-04,01:51:34,CUST2616,Khaled Farid,Zagazig,1181432879,khaled.farid@example.com,0.0,1,Fresh Juice (Mango),Drink,40,2,0.0,Cash,80,11.2,9.6,25,125.8,18.79,144.59,Delivery,Mona,2,5,B001,Cairo,Mr. Hassan
ORD001816,2025-04-13,16:29:55,CUST5214,Laila Fouad,Suez,1219205111,laila.fouad@example.com,25.0,4,Hawawshi,Food,55,2,0.0,Mobile Wallet,110,15.4,13.2,0,138.6,0.0,138.6,Dine-in,Hassan,2,5,B005,Tanta,Mr. Omar
ORD001817,2024-09-30,02:13:27,CUST8465,Ahmed Yassin,Tanta,1261696348,ahmed.yassin@example.com,18.0,2,Koshari,Food,45,1,0.0,Card,45,6.3,5.4,0,56.7,17.52,74.22,Dine-in,Mona,1,5,B005,Tanta,Mr. Omar
ORD001818,2024-10-06,08:28:51,CUST9382,Sara Zaki,Suez,1140973686,sara.zaki@example.com,14.0,1,Falafel Sandwich,Food,25,1,0.0,Card,25,3.5,3.0,0,31.5,0.0,31.5,Dine-in,Laila,0,2,B002,Giza,Mrs. Salma
ORD001819,2024-12-07,03:52:20,CUST9130,Laila Zaki,Minya,1253483379,laila.zaki@example.com,4.0,2,Mahshi (Stuffed Vegetables),Food,70,3,21.0,Mobile Wallet,210,29.4,25.2,0,243.6,21.25,264.85,Dine-in,Dina,5,2,B003,Alexandria,Mr. Karim
ORD001820,2025-08-11,09:38:22,CUST3307,Fatma Mostafa,Zagazig,1189148902,fatma.mostafa@example.com,14.0,1,Mixed Grill Plate,Food,140,1,0.0,Mobile Wallet,140,19.6,16.8,0,176.4,0.0,176.4,Dine-in,Omar,3,3,B001,Cairo,Mr. Hassan
ORD001821,2024-12-02,12:07:04,CUST6680,Rania Farid,Minya,1129470520,rania.farid@example.com,27.0,1,Umm Ali (Dessert),Dessert,35,2,0.0,Card,70,9.8,8.4,0,88.2,0.0,88.2,Dine-in,Laila,1,2,B004,Mansoura,Mrs. Laila
ORD001822,2024-12-26,00:12:38,CUST1181,Hassan Karim,Tanta,1242528441,hassan.karim@example.com,8.0,5,Umm Ali (Dessert),Dessert,35,4,0.0,Card,140,19.6,16.8,0,176.4,0.0,176.4,Dine-in,Salma,3,4,B003,Alexandria,Mr. Karim
ORD001823,2025-02-27,22:40:26,CUST6086,Mohamed Hafez,Alexandria,1258413127,mohamed.hafez@example.com,0.0,2,Falafel Sandwich,Food,25,2,0.0,Cash,50,7.0,6.0,30,93.0,0.0,93.0,Delivery,Karim,1,2,B005,Tanta,Mr. Omar
ORD001824,2024-12-27,18:04:46,CUST4336,Aya Zaki,Ismailia,1292680090,aya.zaki@example.com,13.0,3,Sahlab,Drink,35,2,0.0,Card,70,9.8,8.4,0,88.2,0.0,88.2,Dine-in,Karim,1,2,B003,Alexandria,Mr. Karim
ORD001825,2024-10-12,15:38:50,CUST8906,Khaled Zaki,Ismailia,1133614436,khaled.zaki@example.com,39.0,2,Baklava (Dessert),Dessert,40,1,0.0,Cash,40,5.6,4.8,0,50.4,34.61,85.01,Dine-in,Dina,1,4,B002,Giza,Mrs. Salma
ORD001826,2025-04-14,01:33:39,CUST4082,Nadia Fathy,Minya,1156581133,nadia.fathy@example.com,50.0,2,Mahshi (Stuffed Vegetables),Food,70,2,7.0,Cash,140,19.6,16.8,0,169.4,27.54,196.94,Dine-in,Laila,3,3,B002,Giza,Mrs. Salma
ORD001827,2025-05-24,19:37:32,CUST5288,Fatma Karim,Tanta,1178629016,fatma.karim@example.com,14.0,4,Rice with Vermicelli,Food,28,4,0.0,Card,112,15.68,13.44,0,141.12,0.0,141.12,Dine-in,Omar,2,5,B005,Tanta,Mr. Omar
ORD001828,2025-04-10,07:12:57,CUST4785,Rania Mostafa,Suez,1085420667,rania.mostafa@example.com,0.0,1,Shawarma Sandwich,Food,50,2,0.0,Cash,100,14.0,12.0,15,141.0,0.0,141.0,Delivery,Salma,2,3,B002,Giza,Mrs. Salma
ORD001829,2024-10-12,18:09:22,CUST6766,Sara Fathy,Mansoura,1248457191,sara.fathy@example.com,0.0,2,Koshari,Food,45,3,0.0,Card,135,18.9,16.2,0,170.1,0.0,170.1,Takeaway,Karim,3,3,B004,Mansoura,Mrs. Laila
ORD001830,2024-10-27,11:47:24,CUST6864,Dina Yassin,Zagazig,1124146381,dina.yassin@example.com,2.0,3,Arabic Coffee,Drink,25,2,0.0,Cash,50,7.0,6.0,0,63.0,11.28,74.28,Dine-in,Mona,1,2,B002,Giza,Mrs. Salma
ORD001831,2025-05-01,22:50:52,CUST6541,Aya Karim,Alexandria,1066038745,aya.karim@example.com,39.0,3,Shawarma Sandwich,Food,50,1,0.0,Card,50,7.0,6.0,0,63.0,39.17,102.17,Dine-in,Karim,2,4,B002,Giza,Mrs. Salma
ORD001832,2025-05-19,17:33:29,CUST3180,Nadia Naguib,Alexandria,1049590509,nadia.naguib@example.com,0.0,2,Fresh Juice (Mango),Drink,40,2,4.0,Cash,80,11.2,9.6,30,126.8,0.0,126.8,Delivery,Laila,2,4,B005,Tanta,Mr. Omar
ORD001833,2025-03-31,01:44:41,CUST1528,Sara Hafez,Giza,1257372482,sara.hafez@example.com,0.0,3,Mahshi (Stuffed Vegetables),Food,70,2,0.0,Card,140,19.6,16.8,15,191.4,0.0,191.4,Delivery,Amr,3,2,B003,Alexandria,Mr. Karim
ORD001834,2025-02-02,20:56:49,CUST5402,Nadia Farid,Cairo,1035803940,nadia.farid@example.com,0.0,2,Iced Tea,Drink,22,1,0.0,Cash,22,3.08,2.64,20,47.72,0.0,47.72,Delivery,Laila,0,2,B002,Giza,Mrs. Salma
ORD001835,2024-12-04,15:31:02,CUST9981,Mona Ali,Tanta,1155438931,mona.ali@example.com,9.0,2,Karkade (Hibiscus Tea),Drink,25,4,0.0,Card,100,14.0,12.0,0,126.0,0.0,126.0,Dine-in,Hassan,2,2,B002,Giza,Mrs. Salma
ORD001836,2025-01-23,22:20:51,CUST8036,Nour Hassan,Fayoum,1011951931,nour.hassan@example.com,40.0,3,Sahlab,Drink,35,2,0.0,Card,70,9.8,8.4,0,88.2,0.0,88.2,Dine-in,Dina,1,1,B004,Mansoura,Mrs. Laila
ORD001837,2025-06-15,02:55:59,CUST8153,Dina Farid,Minya,1286696438,dina.farid@example.com,39.0,3,Arabic Coffee,Drink,25,1,0.0,Cash,25,3.5,3.0,0,31.5,0.0,31.5,Dine-in,Omar,0,5,B004,Mansoura,Mrs. Laila
ORD001838,2025-01-01,20:22:43,CUST7369,Mona Ibrahim,Mansoura,1221203346,mona.ibrahim@example.com,0.0,3,Koshari,Food,45,1,2.25,Cash,45,6.3,5.4,20,74.45,0.0,74.45,Delivery,Amr,1,2,B004,Mansoura,Mrs. Laila
ORD001839,2024-12-08,17:16:59,CUST6459,Youssef Sayed,Alexandria,1114598372,youssef.sayed@example.com,9.0,3,Bottled Water,Drink,8,2,0.0,Card,16,2.24,1.92,0,20.16,0.0,20.16,Dine-in,Dina,0,5,B003,Alexandria,Mr. Karim
ORD001840,2024-12-09,09:56:54,CUST2140,Sara Mostafa,Alexandria,1017968882,sara.mostafa@example.com,0.0,3,Umm Ali (Dessert),Dessert,35,2,0.0,Card,70,9.8,8.4,30,118.2,21.16,139.36,Delivery,Amr,2,3,B003,Alexandria,Mr. Karim
ORD001841,2025-07-05,18:41:19,CUST4292,Sara Hassan,Zagazig,1168914522,sara.hassan@example.com,32.0,1,Molokhia with Rice,Food,60,2,0.0,Card,120,16.8,14.4,0,151.2,0.0,151.2,Dine-in,Laila,3,3,B005,Tanta,Mr. Omar
ORD001842,2025-02-25,19:02:48,CUST1679,Salma Fouad,Suez,1254382005,salma.fouad@example.com,36.0,2,Baklava (Dessert),Dessert,40,1,0.0,Mobile Wallet,40,5.6,4.8,0,50.4,13.95,64.35,Dine-in,Karim,1,2,B001,Cairo,Mr. Hassan
ORD001843,2024-12-28,12:39:14,CUST5530,Hassan Ibrahim,Giza,1056387867,hassan.ibrahim@example.com,46.0,5,Karkade (Hibiscus Tea),Drink,25,4,0.0,Card,100,14.0,12.0,0,126.0,0.0,126.0,Dine-in,Mona,2,5,B001,Cairo,Mr. Hassan
ORD001844,2025-06-09,18:55:04,CUST5465,Mohamed Hafez,Fayoum,1293057486,mohamed.hafez@example.com,38.0,1,Fattah,Food,90,2,0.0,Cash,180,25.2,21.6,0,226.8,0.0,226.8,Dine-in,Hassan,4,5,B003,Alexandria,Mr. Karim
ORD001845,2024-09-23,09:57:44,CUST2297,Laila Hafez,Tanta,1194456143,laila.hafez@example.com,18.0,4,Sahlab,Drink,35,1,0.0,Mobile Wallet,35,4.9,4.2,0,44.1,36.12,80.22,Dine-in,Karim,1,4,B003,Alexandria,Mr. Karim
ORD001846,2025-03-12,12:09:18,CUST3222,Hassan Naguib,Tanta,1239421888,hassan.naguib@example.com,45.0,3,Falafel Sandwich,Food,25,2,0.0,Cash,50,7.0,6.0,0,63.0,0.0,63.0,Dine-in,Omar,1,2,B003,Alexandria,Mr. Karim
ORD001847,2024-09-28,00:55:10,CUST9796,Sara Fathy,Tanta,1294436777,sara.fathy@example.com,18.0,1,Arabic Coffee,Drink,25,2,0.0,Card,50,7.0,6.0,0,63.0,0.0,63.0,Dine-in,Amr,1,5,B003,Alexandria,Mr. Karim
ORD001848,2025-07-06,17:12:57,CUST4043,Ibrahim Yassin,Minya,1233746872,ibrahim.yassin@example.com,0.0,3,Karkade (Hibiscus Tea),Drink,25,3,0.0,Cash,75,10.5,9.0,25,119.5,0.0,119.5,Delivery,Omar,2,2,B005,Tanta,Mr. Omar
ORD001849,2024-10-03,01:41:34,CUST8998,Ahmed Ibrahim,Cairo,1272820180,ahmed.ibrahim@example.com,38.0,4,Sahlab,Drink,35,2,0.0,Cash,70,9.8,8.4,0,88.2,34.07,122.27,Dine-in,Dina,2,5,B001,Cairo,Mr. Hassan
ORD001850,2024-10-16,22:13:07,CUST8687,Hassan Hafez,Mansoura,1025743495,hassan.hafez@example.com,29.0,1,Arabic Coffee,Drink,25,2,0.0,Mobile Wallet,50,7.0,6.0,0,63.0,0.0,63.0,Dine-in,Hassan,1,5,B004,Mansoura,Mrs. Laila
ORD001851,2024-10-07,20:23:58,CUST6052,Laila Fathy,Ismailia,1183865474,laila.fathy@example.com,30.0,1,Mixed Grill Plate,Food,140,1,0.0,Cash,140,19.6,16.8,0,176.4,0.0,176.4,Dine-in,Salma,3,2,B001,Cairo,Mr. Hassan
ORD001852,2024-09-20,17:56:25,CUST4271,Fatma Ali,Minya,1265796147,fatma.ali@example.com,18.0,2,Lentil Soup,Food,30,1,0.0,Cash,30,4.2,3.6,0,37.8,37.3,75.1,Dine-in,Dina,1,1,B005,Tanta,Mr. Omar
ORD001853,2025-02-25,21:02:03,CUST9243,Laila Farid,Tanta,1250417759,laila.farid@example.com,11.0,1,Turkish Coffee,Drink,20,1,0.0,Cash,20,2.8,2.4,0,25.2,25.76,50.96,Dine-in,Hassan,1,2,B003,Alexandria,Mr. Karim
ORD001854,2025-06-13,09:31:40,CUST2925,Laila Karim,Zagazig,1195978957,laila.karim@example.com,22.0,1,Soft Drink (Can),Drink,18,2,0.0,Card,36,5.04,4.32,0,45.36,0.0,45.36,Dine-in,Salma,0,3,B001,Cairo,Mr. Hassan
ORD001855,2025-07-04,22:31:47,CUST5939,Hassan Ibrahim,Alexandria,1295753337,hassan.ibrahim@example.com,9.0,2,Rice with Vermicelli,Food,28,1,0.0,Card,28,3.92,3.36,0,35.28,0.0,35.28,Dine-in,Karim,0,5,B004,Mansoura,Mrs. Laila
ORD001856,2025-07-10,21:41:21,CUST4468,Khaled Farid,Minya,1168804271,khaled.farid@example.com,0.0,2,Grilled Chicken Half,Food,75,2,0.0,Cash,150,21.0,18.0,30,219.0,0.0,219.0,Delivery,Amr,4,3,B001,Cairo,Mr. Hassan
ORD001857,2025-03-05,02:53:51,CUST5725,Sara Ibrahim,Mansoura,1295988079,sara.ibrahim@example.com,5.0,2,Molokhia with Rice,Food,60,3,0.0,Cash,180,25.2,21.6,0,226.8,35.92,262.72,Dine-in,Laila,5,3,B001,Cairo,Mr. Hassan
ORD001858,2024-10-29,10:48:42,CUST7551,Youssef Ibrahim,Ismailia,1212809795,youssef.ibrahim@example.com,0.0,3,Bottled Water,Drink,8,3,1.2,Card,24,3.36,2.88,30,59.04,0.0,59.04,Delivery,Salma,1,4,B003,Alexandria,Mr. Karim
ORD001859,2024-11-21,18:48:06,CUST8609,Omar Naguib,Giza,1064522557,omar.naguib@example.com,17.0,3,Hawawshi,Food,55,2,0.0,Card,110,15.4,13.2,0,138.6,0.0,138.6,Dine-in,Laila,2,5,B004,Mansoura,Mrs. Laila
ORD001860,2025-03-22,19:26:12,CUST6009,Amr Fathy,Alexandria,1189974753,amr.fathy@example.com,33.0,2,Mahshi (Stuffed Vegetables),Food,70,3,31.5,Cash,210,29.4,25.2,0,233.1,0.0,233.1,Dine-in,Karim,4,1,B004,Mansoura,Mrs. Laila
